data;plano contas id;cliente;uf;valor recebido
19/02/2018;11;Cliente 12;SP;R$ 670,84
21/02/2018;11;Cliente 12;SP;R$ 532,09
21/02/2018;11;Cliente 12;SP;R$ 392,94
21/02/2018;11;Cliente 12;SP;R$ 278,61
13/03/2018;11;Cliente 12;SP;R$ 968,25
13/03/2018;11;Cliente 12;SP;R$ 611,95
19/03/2018;11;Cliente 12;SP;R$ 923,91
19/03/2018;11;Cliente 12;SP;R$ 628,28
19/03/2018;11;Cliente 12;SP;R$ 1.042,30
04/04/2018;11;Cliente 12;SP;R$ 557,25
04/04/2018;11;Cliente 12;SP;R$ 504,48
04/04/2018;11;Cliente 12;SP;R$ 600,91
12/04/2018;11;Cliente 12;SP;R$ 291,71
12/04/2018;11;Cliente 12;SP;R$ 634,77
12/04/2018;11;Cliente 12;SP;R$ 415,39
17/04/2018;11;Cliente 12;SP;R$ 591,99
17/04/2018;11;Cliente 12;SP;R$ 655,13
17/04/2018;11;Cliente 12;SP;R$ 480,86
23/05/2018;11;Cliente 12;SP;R$ 318,83
23/05/2018;11;Cliente 12;SP;R$ 515,26
23/05/2018;11;Cliente 12;SP;R$ 478,12
29/05/2018;11;Cliente 12;SP;R$ 573,57
29/05/2018;11;Cliente 12;SP;R$ 684,18
11/06/2018;11;Cliente 12;SP;R$ 1.291,93
11/06/2018;11;Cliente 12;SP;R$ 1.256,94
14/06/2018;11;Cliente 12;SP;R$ 460,28
14/06/2018;11;Cliente 12;SP;R$ 633,72
14/06/2018;11;Cliente 12;SP;R$ 525,27
25/06/2018;11;Cliente 12;SP;R$ 681,49
25/06/2018;11;Cliente 12;SP;R$ 576,34
25/06/2018;11;Cliente 12;SP;R$ 531,78
26/07/2018;11;Cliente 12;SP;R$ 886,87
26/07/2018;11;Cliente 12;SP;R$ 720,90
27/07/2018;11;Cliente 12;SP;R$ 662,30
27/07/2018;11;Cliente 12;SP;R$ 724,72
10/08/2018;11;Cliente 12;SP;R$ 621,28
10/08/2018;11;Cliente 12;SP;R$ 897,76
03/09/2018;11;Cliente 12;SP;R$ 463,65
03/09/2018;11;Cliente 12;SP;R$ 445,68
17/09/2018;11;Cliente 12;SP;R$ 2.175,99
17/09/2018;11;Cliente 12;SP;R$ 2.594,34
17/09/2018;11;Cliente 12;SP;R$ 2.200,99
17/09/2018;11;Cliente 12;SP;R$ 1.155,74
17/09/2018;11;Cliente 12;SP;R$ 1.803,73
20/09/2018;11;Cliente 12;SP;R$ 399,18
20/09/2018;11;Cliente 12;SP;R$ 521,83
02/10/2018;11;Cliente 12;SP;R$ 3.164,44
02/10/2018;11;Cliente 12;SP;R$ 2.640,07
02/10/2018;11;Cliente 12;SP;R$ 1.613,67
02/10/2018;11;Cliente 12;SP;R$ 1.709,28
08/10/2018;11;Cliente 12;SP;R$ 629,91
08/10/2018;11;Cliente 12;SP;R$ 682,61
15/10/2018;11;Cliente 12;SP;R$ 939,71
15/10/2018;11;Cliente 12;SP;R$ 345,35
22/10/2018;11;Cliente 12;SP;R$ 1.495,95
01/11/2018;11;Cliente 12;SP;R$ 853,44
28/11/2018;11;Cliente 12;SP;R$ 533,17
28/11/2018;11;Cliente 12;SP;R$ 675,36
03/12/2018;11;Cliente 12;SP;R$ 619,29
03/12/2018;11;Cliente 12;SP;R$ 822,37
14/12/2018;11;Cliente 12;SP;R$ 496,39
14/12/2018;11;Cliente 12;SP;R$ 469,09
19/12/2018;11;Cliente 12;SP;R$ 902,16
19/12/2018;11;Cliente 12;SP;R$ 698,41
26/12/2018;11;Cliente 12;SP;R$ 329,43
26/12/2018;11;Cliente 12;SP;R$ 316,37
26/12/2018;11;Cliente 12;SP;R$ 564,55
07/06/2017;11;Cliente 794;SP;R$ 2.021,60
24/08/2017;11;Cliente 794;SP;R$ 9.359,37
06/09/2017;11;Cliente 794;SP;R$ 7.592,19
14/09/2017;11;Cliente 794;SP;R$ 9.147,91
15/09/2017;11;Cliente 794;SP;R$ 161,00
20/10/2017;11;Cliente 794;SP;R$ 9.540,80
20/10/2017;11;Cliente 794;SP;R$ 1.167,67
18/12/2017;11;Cliente 794;SP;R$ 1.150,28
19/12/2017;11;Cliente 794;SP;R$ 7.158,06
27/12/2017;11;Cliente 794;SP;R$ 2.101,72
05/01/2018;11;Cliente 794;SP;R$ 438,89
05/01/2018;11;Cliente 794;SP;R$ 589,64
07/03/2018;11;Cliente 794;SP;R$ 359,74
13/03/2018;11;Cliente 794;SP;R$ 1.280,53
13/03/2018;11;Cliente 794;SP;R$ 1.264,68
13/03/2018;11;Cliente 794;SP;R$ 378,25
23/03/2018;11;Cliente 794;SP;R$ 596,61
05/04/2018;11;Cliente 794;SP;R$ 223,54
02/05/2018;11;Cliente 794;SP;R$ 919,24
02/05/2018;11;Cliente 794;SP;R$ 1.584,75
03/05/2018;11;Cliente 794;SP;R$ 561,12
08/05/2018;11;Cliente 794;SP;R$ 490,89
08/05/2018;11;Cliente 794;SP;R$ 399,56
15/05/2018;11;Cliente 794;SP;R$ 132,85
16/05/2018;11;Cliente 794;SP;R$ 1.091,54
16/05/2018;11;Cliente 794;SP;R$ 1.247,08
16/05/2018;11;Cliente 794;SP;R$ 1.102,70
28/05/2018;11;Cliente 794;SP;R$ 564,82
28/05/2018;11;Cliente 794;SP;R$ 1.231,79
28/05/2018;11;Cliente 794;SP;R$ 772,35
01/06/2018;11;Cliente 794;SP;R$ 2.122,84
01/06/2018;11;Cliente 794;SP;R$ 1.698,16
01/06/2018;11;Cliente 794;SP;R$ 345,99
06/06/2018;11;Cliente 794;SP;R$ 626,95
06/06/2018;11;Cliente 794;SP;R$ 625,28
06/06/2018;11;Cliente 794;SP;R$ 714,89
08/06/2018;11;Cliente 794;SP;R$ 731,87
08/06/2018;11;Cliente 794;SP;R$ 292,65
19/06/2018;11;Cliente 794;SP;R$ 1.205,91
19/06/2018;11;Cliente 794;SP;R$ 1.185,21
19/06/2018;11;Cliente 794;SP;R$ 1.170,26
11/07/2018;11;Cliente 794;SP;R$ 519,98
11/07/2018;11;Cliente 794;SP;R$ 448,02
17/07/2018;11;Cliente 794;SP;R$ 1.282,17
17/07/2018;11;Cliente 794;SP;R$ 489,66
17/07/2018;11;Cliente 794;SP;R$ 758,89
20/07/2018;11;Cliente 794;SP;R$ 352,28
26/07/2018;11;Cliente 794;SP;R$ 956,65
26/07/2018;11;Cliente 794;SP;R$ 624,42
26/07/2018;11;Cliente 794;SP;R$ 400,37
03/08/2018;11;Cliente 794;SP;R$ 432,63
14/08/2018;11;Cliente 794;SP;R$ 1.744,72
14/08/2018;11;Cliente 794;SP;R$ 2.029,79
14/08/2018;11;Cliente 794;SP;R$ 3.683,03
22/08/2018;11;Cliente 794;SP;R$ 1.515,61
22/08/2018;11;Cliente 794;SP;R$ 1.143,86
22/08/2018;11;Cliente 794;SP;R$ 1.474,92
29/08/2018;11;Cliente 794;SP;R$ 576,94
29/08/2018;11;Cliente 794;SP;R$ 607,02
31/08/2018;11;Cliente 794;SP;R$ 1.020,20
31/08/2018;11;Cliente 794;SP;R$ 743,24
31/08/2018;11;Cliente 794;SP;R$ 624,31
31/08/2018;11;Cliente 794;SP;R$ 1.166,63
31/08/2018;11;Cliente 794;SP;R$ 567,25
31/08/2018;11;Cliente 794;SP;R$ 505,49
03/09/2018;11;Cliente 794;SP;R$ 142,28
03/09/2018;11;Cliente 794;SP;R$ 1.078,47
03/09/2018;11;Cliente 794;SP;R$ 623,39
03/09/2018;11;Cliente 794;SP;R$ 1.066,88
05/09/2018;11;Cliente 794;SP;R$ 607,64
05/09/2018;11;Cliente 794;SP;R$ 718,72
05/09/2018;11;Cliente 794;SP;R$ 1.073,78
11/09/2018;11;Cliente 794;SP;R$ 1.135,63
11/09/2018;11;Cliente 794;SP;R$ 711,57
11/09/2018;11;Cliente 794;SP;R$ 799,92
12/09/2018;11;Cliente 794;SP;R$ 737,98
12/09/2018;11;Cliente 794;SP;R$ 1.157,86
12/09/2018;11;Cliente 794;SP;R$ 750,90
14/09/2018;11;Cliente 794;SP;R$ 391,14
14/09/2018;11;Cliente 794;SP;R$ 588,08
19/09/2018;11;Cliente 794;SP;R$ 1.794,66
19/09/2018;11;Cliente 794;SP;R$ 1.894,98
19/09/2018;11;Cliente 794;SP;R$ 935,96
20/09/2018;11;Cliente 794;SP;R$ 1.033,98
20/09/2018;11;Cliente 794;SP;R$ 445,82
20/09/2018;11;Cliente 794;SP;R$ 1.150,73
27/09/2018;11;Cliente 794;SP;R$ 724,64
27/09/2018;11;Cliente 794;SP;R$ 636,16
27/09/2018;11;Cliente 794;SP;R$ 575,83
01/10/2018;11;Cliente 794;SP;R$ 3.172,43
01/10/2018;11;Cliente 794;SP;R$ 572,05
01/10/2018;11;Cliente 794;SP;R$ 4.065,10
01/10/2018;11;Cliente 794;SP;R$ 4.958,41
01/10/2018;11;Cliente 794;SP;R$ 874,82
01/10/2018;11;Cliente 794;SP;R$ 824,08
02/10/2018;11;Cliente 794;SP;R$ 1.902,16
02/10/2018;11;Cliente 794;SP;R$ 1.081,64
02/10/2018;11;Cliente 794;SP;R$ 3.182,66
02/10/2018;11;Cliente 794;SP;R$ 2.659,03
03/10/2018;11;Cliente 794;SP;R$ 331,45
15/10/2018;11;Cliente 794;SP;R$ 804,51
15/10/2018;11;Cliente 794;SP;R$ 618,05
23/10/2018;11;Cliente 794;SP;R$ 3.263,10
23/10/2018;11;Cliente 794;SP;R$ 1.398,90
23/10/2018;11;Cliente 794;SP;R$ 2.536,63
23/10/2018;11;Cliente 794;SP;R$ 1.636,57
24/10/2018;11;Cliente 794;SP;R$ 652,66
29/10/2018;11;Cliente 794;SP;R$ 1.767,06
29/10/2018;11;Cliente 794;SP;R$ 1.412,79
29/10/2018;11;Cliente 794;SP;R$ 1.889,11
05/11/2018;11;Cliente 794;SP;R$ 540,08
05/11/2018;11;Cliente 794;SP;R$ 814,31
05/11/2018;11;Cliente 794;SP;R$ 837,07
12/11/2018;11;Cliente 794;SP;R$ 413,48
14/11/2018;11;Cliente 794;SP;R$ 5.650,71
14/11/2018;11;Cliente 794;SP;R$ 3.032,98
14/11/2018;11;Cliente 794;SP;R$ 4.728,03
27/11/2018;11;Cliente 794;SP;R$ 833,07
27/11/2018;11;Cliente 794;SP;R$ 939,45
03/12/2018;11;Cliente 794;SP;R$ 1.021,22
31/01/2017;11;Cliente 203;SP;R$ 513,76
23/02/2017;11;Cliente 203;SP;R$ 413,85
07/04/2017;11;Cliente 203;SP;R$ 462,97
24/04/2017;11;Cliente 203;SP;R$ 236,89
24/04/2017;11;Cliente 203;SP;R$ 820,36
09/05/2017;11;Cliente 203;SP;R$ 221,10
30/05/2017;11;Cliente 203;SP;R$ 538,93
26/06/2017;11;Cliente 203;SP;R$ 481,28
26/06/2017;11;Cliente 203;SP;R$ 715,86
04/07/2017;11;Cliente 203;SP;R$ 615,16
11/07/2017;11;Cliente 203;SP;R$ 4.358,83
11/07/2017;11;Cliente 203;SP;R$ 3.487,55
11/07/2017;11;Cliente 203;SP;R$ 2.529,99
11/07/2017;11;Cliente 203;SP;R$ 3.050,68
18/07/2017;11;Cliente 203;SP;R$ 236,05
19/07/2017;11;Cliente 203;SP;R$ 655,07
23/08/2017;11;Cliente 203;SP;R$ 431,58
25/08/2017;11;Cliente 203;SP;R$ 306,12
12/09/2017;11;Cliente 203;SP;R$ 554,59
26/09/2017;11;Cliente 203;SP;R$ 383,81
13/10/2017;11;Cliente 203;SP;R$ 627,39
24/10/2017;11;Cliente 203;SP;R$ 445,63
24/10/2017;11;Cliente 203;SP;R$ 862,18
24/10/2017;11;Cliente 203;SP;R$ 507,84
29/11/2017;11;Cliente 203;SP;R$ 324,40
05/12/2017;11;Cliente 203;SP;R$ 908,91
12/12/2017;11;Cliente 203;SP;R$ 583,80
12/12/2017;11;Cliente 203;SP;R$ 260,77
21/12/2017;11;Cliente 203;SP;R$ 1.056,04
04/01/2018;11;Cliente 203;SP;R$ 123,46
24/01/2018;11;Cliente 203;SP;R$ 451,28
08/02/2018;11;Cliente 203;SP;R$ 235,41
19/02/2018;11;Cliente 203;SP;R$ 512,26
20/02/2018;11;Cliente 203;SP;R$ 956,57
20/02/2018;11;Cliente 203;SP;R$ 410,57
20/02/2018;11;Cliente 203;SP;R$ 996,44
06/03/2018;11;Cliente 203;SP;R$ 640,59
08/03/2018;11;Cliente 203;SP;R$ 353,12
22/03/2018;11;Cliente 203;SP;R$ 727,44
27/03/2018;11;Cliente 203;SP;R$ 584,87
12/04/2018;11;Cliente 203;SP;R$ 402,27
13/04/2018;11;Cliente 203;SP;R$ 312,03
20/04/2018;11;Cliente 203;SP;R$ 324,70
20/04/2018;11;Cliente 203;SP;R$ 1.084,68
20/04/2018;11;Cliente 203;SP;R$ 1.046,52
20/04/2018;11;Cliente 203;SP;R$ 793,34
26/04/2018;11;Cliente 203;SP;R$ 292,53
26/04/2018;11;Cliente 203;SP;R$ 715,25
26/04/2018;11;Cliente 203;SP;R$ 252,49
27/04/2018;11;Cliente 203;SP;R$ 1.069,45
04/05/2018;11;Cliente 203;SP;R$ 1.259,59
04/05/2018;11;Cliente 203;SP;R$ 445,12
04/05/2018;11;Cliente 203;SP;R$ 999,96
08/05/2018;11;Cliente 203;SP;R$ 259,93
08/05/2018;11;Cliente 203;SP;R$ 542,57
08/05/2018;11;Cliente 203;SP;R$ 453,83
08/05/2018;11;Cliente 203;SP;R$ 1.176,25
15/05/2018;11;Cliente 203;SP;R$ 2.860,55
15/05/2018;11;Cliente 203;SP;R$ 1.832,29
15/05/2018;11;Cliente 203;SP;R$ 3.457,09
23/05/2018;11;Cliente 203;SP;R$ 189,66
23/05/2018;11;Cliente 203;SP;R$ 477,83
23/05/2018;11;Cliente 203;SP;R$ 362,03
06/06/2018;11;Cliente 203;SP;R$ 279,70
13/06/2018;11;Cliente 203;SP;R$ 692,37
13/06/2018;11;Cliente 203;SP;R$ 852,08
15/06/2018;11;Cliente 203;SP;R$ 603,02
19/06/2018;11;Cliente 203;SP;R$ 279,74
20/06/2018;11;Cliente 203;SP;R$ 689,09
20/06/2018;11;Cliente 203;SP;R$ 620,15
20/06/2018;11;Cliente 203;SP;R$ 932,34
22/06/2018;11;Cliente 203;SP;R$ 246,63
26/06/2018;11;Cliente 203;SP;R$ 484,88
13/07/2018;11;Cliente 203;SP;R$ 1.712,39
16/07/2018;11;Cliente 203;SP;R$ 482,67
16/07/2018;11;Cliente 203;SP;R$ 581,84
16/07/2018;11;Cliente 203;SP;R$ 283,34
18/07/2018;11;Cliente 203;SP;R$ 394,80
18/07/2018;11;Cliente 203;SP;R$ 286,83
18/07/2018;11;Cliente 203;SP;R$ 686,60
23/07/2018;11;Cliente 203;SP;R$ 410,92
23/07/2018;11;Cliente 203;SP;R$ 284,83
23/07/2018;11;Cliente 203;SP;R$ 375,86
26/07/2018;11;Cliente 203;SP;R$ 742,48
26/07/2018;11;Cliente 203;SP;R$ 614,53
26/07/2018;11;Cliente 203;SP;R$ 454,60
31/07/2018;11;Cliente 203;SP;R$ 434,89
31/07/2018;11;Cliente 203;SP;R$ 477,81
31/07/2018;11;Cliente 203;SP;R$ 829,72
09/08/2018;11;Cliente 203;SP;R$ 725,43
13/08/2018;11;Cliente 203;SP;R$ 473,61
16/08/2018;11;Cliente 203;SP;R$ 162,18
22/08/2018;11;Cliente 203;SP;R$ 615,48
22/08/2018;11;Cliente 203;SP;R$ 735,91
22/08/2018;11;Cliente 203;SP;R$ 1.021,29
22/08/2018;11;Cliente 203;SP;R$ 499,19
30/08/2018;11;Cliente 203;SP;R$ 771,98
11/09/2018;11;Cliente 203;SP;R$ 401,87
17/09/2018;11;Cliente 203;SP;R$ 310,29
17/09/2018;11;Cliente 203;SP;R$ 272,82
24/09/2018;11;Cliente 203;SP;R$ 250,16
25/09/2018;11;Cliente 203;SP;R$ 422,10
04/10/2018;11;Cliente 203;SP;R$ 849,47
04/10/2018;11;Cliente 203;SP;R$ 1.096,39
04/10/2018;11;Cliente 203;SP;R$ 480,76
16/10/2018;11;Cliente 203;SP;R$ 821,32
22/10/2018;11;Cliente 203;SP;R$ 482,54
22/10/2018;11;Cliente 203;SP;R$ 739,76
22/10/2018;11;Cliente 203;SP;R$ 519,81
09/11/2018;11;Cliente 203;SP;R$ 752,80
09/11/2018;11;Cliente 203;SP;R$ 268,70
06/12/2018;11;Cliente 203;SP;R$ 91,21
07/12/2018;11;Cliente 203;SP;R$ 1.040,05
11/12/2018;11;Cliente 203;SP;R$ 824,30
20/12/2018;11;Cliente 203;SP;R$ 423,63
28/12/2018;11;Cliente 203;SP;R$ 299,54
06/02/2017;11;Cliente 246;SP;R$ 765,77
13/02/2017;11;Cliente 246;SP;R$ 865,28
15/02/2017;11;Cliente 246;SP;R$ 1.326,15
14/03/2017;11;Cliente 246;SP;R$ 1.249,69
14/03/2017;11;Cliente 246;SP;R$ 682,91
14/03/2017;11;Cliente 246;SP;R$ 544,05
27/03/2017;11;Cliente 246;SP;R$ 837,55
19/05/2017;11;Cliente 246;SP;R$ 867,02
19/05/2017;11;Cliente 246;SP;R$ 922,55
19/05/2017;11;Cliente 246;SP;R$ 523,99
11/07/2017;11;Cliente 246;SP;R$ 808,41
11/07/2017;11;Cliente 246;SP;R$ 582,78
10/08/2017;11;Cliente 246;SP;R$ 596,08
10/08/2017;11;Cliente 246;SP;R$ 799,56
14/08/2017;11;Cliente 246;SP;R$ 724,59
14/08/2017;11;Cliente 246;SP;R$ 767,64
11/09/2017;11;Cliente 246;SP;R$ 1.196,50
11/09/2017;11;Cliente 246;SP;R$ 635,01
11/09/2017;11;Cliente 246;SP;R$ 1.252,78
22/09/2017;11;Cliente 246;SP;R$ 516,26
22/09/2017;11;Cliente 246;SP;R$ 360,07
22/09/2017;11;Cliente 246;SP;R$ 533,06
26/09/2017;11;Cliente 246;SP;R$ 596,78
26/09/2017;11;Cliente 246;SP;R$ 722,82
18/10/2017;11;Cliente 246;SP;R$ 676,48
18/10/2017;11;Cliente 246;SP;R$ 458,35
06/11/2017;11;Cliente 246;SP;R$ 428,37
06/11/2017;11;Cliente 246;SP;R$ 431,67
06/11/2017;11;Cliente 246;SP;R$ 511,29
09/11/2017;11;Cliente 246;SP;R$ 827,68
09/11/2017;11;Cliente 246;SP;R$ 713,82
13/11/2017;11;Cliente 246;SP;R$ 664,62
17/11/2017;11;Cliente 246;SP;R$ 1.683,63
28/12/2017;11;Cliente 246;SP;R$ 698,74
28/12/2017;11;Cliente 246;SP;R$ 863,99
28/12/2017;11;Cliente 246;SP;R$ 837,27
31/01/2018;11;Cliente 246;SP;R$ 493,08
31/01/2018;11;Cliente 246;SP;R$ 628,24
31/01/2018;11;Cliente 246;SP;R$ 232,40
05/03/2018;11;Cliente 246;SP;R$ 816,76
05/03/2018;11;Cliente 246;SP;R$ 1.074,27
05/03/2018;11;Cliente 246;SP;R$ 910,87
07/03/2018;11;Cliente 246;SP;R$ 2.428,77
07/03/2018;11;Cliente 246;SP;R$ 1.065,37
07/03/2018;11;Cliente 246;SP;R$ 1.554,05
14/03/2018;11;Cliente 246;SP;R$ 1.089,58
14/03/2018;11;Cliente 246;SP;R$ 617,45
14/03/2018;11;Cliente 246;SP;R$ 806,23
02/04/2018;11;Cliente 246;SP;R$ 284,58
02/04/2018;11;Cliente 246;SP;R$ 423,82
02/04/2018;11;Cliente 246;SP;R$ 534,01
09/04/2018;11;Cliente 246;SP;R$ 2.585,86
09/04/2018;11;Cliente 246;SP;R$ 2.958,64
09/04/2018;11;Cliente 246;SP;R$ 2.310,82
18/04/2018;11;Cliente 246;SP;R$ 555,12
18/04/2018;11;Cliente 246;SP;R$ 1.110,69
18/04/2018;11;Cliente 246;SP;R$ 495,23
04/05/2018;11;Cliente 246;SP;R$ 1.028,19
04/05/2018;11;Cliente 246;SP;R$ 2.150,22
04/05/2018;11;Cliente 246;SP;R$ 919,88
10/05/2018;11;Cliente 246;SP;R$ 773,64
16/05/2018;11;Cliente 246;SP;R$ 968,35
16/05/2018;11;Cliente 246;SP;R$ 788,39
16/05/2018;11;Cliente 246;SP;R$ 553,83
28/05/2018;11;Cliente 246;SP;R$ 723,38
28/05/2018;11;Cliente 246;SP;R$ 729,49
07/06/2018;11;Cliente 246;SP;R$ 443,92
07/06/2018;11;Cliente 246;SP;R$ 900,12
18/06/2018;11;Cliente 246;SP;R$ 1.446,43
18/06/2018;11;Cliente 246;SP;R$ 935,40
18/06/2018;11;Cliente 246;SP;R$ 1.312,15
29/06/2018;11;Cliente 246;SP;R$ 1.621,86
29/06/2018;11;Cliente 246;SP;R$ 1.454,65
29/06/2018;11;Cliente 246;SP;R$ 2.282,33
19/07/2018;11;Cliente 246;SP;R$ 1.553,45
19/07/2018;11;Cliente 246;SP;R$ 1.877,54
19/07/2018;11;Cliente 246;SP;R$ 1.463,06
26/07/2018;11;Cliente 246;SP;R$ 1.262,76
26/07/2018;11;Cliente 246;SP;R$ 1.074,55
26/07/2018;11;Cliente 246;SP;R$ 855,98
14/08/2018;11;Cliente 246;SP;R$ 982,79
14/08/2018;11;Cliente 246;SP;R$ 571,50
14/08/2018;11;Cliente 246;SP;R$ 1.324,18
22/08/2018;11;Cliente 246;SP;R$ 571,14
22/08/2018;11;Cliente 246;SP;R$ 1.075,05
22/08/2018;11;Cliente 246;SP;R$ 1.279,39
14/09/2018;11;Cliente 246;SP;R$ 476,33
14/09/2018;11;Cliente 246;SP;R$ 847,54
14/09/2018;11;Cliente 246;SP;R$ 979,85
19/09/2018;11;Cliente 246;SP;R$ 225,75
26/09/2018;11;Cliente 246;SP;R$ 1.191,78
26/09/2018;11;Cliente 246;SP;R$ 1.282,81
26/09/2018;11;Cliente 246;SP;R$ 1.261,22
10/10/2018;11;Cliente 246;SP;R$ 1.558,90
10/10/2018;11;Cliente 246;SP;R$ 1.246,43
10/10/2018;11;Cliente 246;SP;R$ 969,91
23/10/2018;11;Cliente 246;SP;R$ 740,42
23/10/2018;11;Cliente 246;SP;R$ 1.840,51
23/10/2018;11;Cliente 246;SP;R$ 1.319,22
13/11/2018;11;Cliente 246;SP;R$ 1.309,09
13/11/2018;11;Cliente 246;SP;R$ 1.717,33
13/11/2018;11;Cliente 246;SP;R$ 1.058,65
29/11/2018;11;Cliente 246;SP;R$ 315,25
12/12/2018;11;Cliente 246;SP;R$ 990,66
12/12/2018;11;Cliente 246;SP;R$ 347,33
19/12/2018;11;Cliente 246;SP;R$ 1.580,23
19/12/2018;11;Cliente 246;SP;R$ 2.832,56
19/12/2018;11;Cliente 246;SP;R$ 1.169,28
23/01/2017;11;Cliente 155;SP;R$ 1.462,56
23/01/2017;11;Cliente 155;SP;R$ 1.213,44
23/01/2017;11;Cliente 155;SP;R$ 1.633,10
14/02/2017;11;Cliente 155;SP;R$ 1.319,63
09/03/2017;11;Cliente 155;SP;R$ 1.063,50
09/03/2017;11;Cliente 155;SP;R$ 738,40
09/03/2017;11;Cliente 155;SP;R$ 952,89
03/04/2017;11;Cliente 155;SP;R$ 1.552,55
18/04/2017;11;Cliente 155;SP;R$ 1.555,49
11/05/2017;11;Cliente 155;SP;R$ 947,25
15/05/2017;11;Cliente 155;SP;R$ 645,09
29/05/2017;11;Cliente 155;SP;R$ 1.369,99
30/05/2017;11;Cliente 155;SP;R$ 710,01
30/05/2017;11;Cliente 155;SP;R$ 942,59
30/05/2017;11;Cliente 155;SP;R$ 1.041,04
05/06/2017;11;Cliente 155;SP;R$ 3.498,48
09/06/2017;11;Cliente 155;SP;R$ 1.859,53
26/06/2017;11;Cliente 155;SP;R$ 783,03
26/06/2017;11;Cliente 155;SP;R$ 1.084,81
26/06/2017;11;Cliente 155;SP;R$ 868,05
28/06/2017;11;Cliente 155;SP;R$ 1.110,28
18/07/2017;11;Cliente 155;SP;R$ 987,18
24/07/2017;11;Cliente 155;SP;R$ 710,09
08/08/2017;11;Cliente 155;SP;R$ 1.344,99
08/08/2017;11;Cliente 155;SP;R$ 725,45
08/08/2017;11;Cliente 155;SP;R$ 820,79
11/08/2017;11;Cliente 155;SP;R$ 2.825,88
15/08/2017;11;Cliente 155;SP;R$ 3.619,59
29/08/2017;11;Cliente 155;SP;R$ 944,79
29/08/2017;11;Cliente 155;SP;R$ 890,98
29/08/2017;11;Cliente 155;SP;R$ 1.244,60
13/09/2017;11;Cliente 155;SP;R$ 1.627,27
13/09/2017;11;Cliente 155;SP;R$ 1.746,03
13/09/2017;11;Cliente 155;SP;R$ 1.644,18
03/10/2017;11;Cliente 155;SP;R$ 1.298,27
13/10/2017;11;Cliente 155;SP;R$ 705,20
13/10/2017;11;Cliente 155;SP;R$ 472,83
03/11/2017;11;Cliente 155;SP;R$ 1.120,09
03/11/2017;11;Cliente 155;SP;R$ 1.812,96
03/11/2017;11;Cliente 155;SP;R$ 1.737,24
14/12/2017;11;Cliente 155;SP;R$ 1.869,54
14/12/2017;11;Cliente 155;SP;R$ 1.344,90
14/12/2017;11;Cliente 155;SP;R$ 1.493,78
03/01/2018;11;Cliente 155;SP;R$ 1.109,60
03/01/2018;11;Cliente 155;SP;R$ 1.029,51
03/01/2018;11;Cliente 155;SP;R$ 1.168,89
16/01/2018;11;Cliente 155;SP;R$ 1.093,97
16/01/2018;11;Cliente 155;SP;R$ 1.176,15
16/01/2018;11;Cliente 155;SP;R$ 916,98
06/02/2018;11;Cliente 155;SP;R$ 551,49
06/02/2018;11;Cliente 155;SP;R$ 1.239,64
06/02/2018;11;Cliente 155;SP;R$ 1.000,47
16/02/2018;11;Cliente 155;SP;R$ 779,95
16/02/2018;11;Cliente 155;SP;R$ 366,95
22/02/2018;11;Cliente 155;SP;R$ 1.230,41
02/03/2018;11;Cliente 155;SP;R$ 602,02
02/03/2018;11;Cliente 155;SP;R$ 507,38
02/03/2018;11;Cliente 155;SP;R$ 548,75
07/03/2018;11;Cliente 155;SP;R$ 887,98
07/03/2018;11;Cliente 155;SP;R$ 782,74
07/03/2018;11;Cliente 155;SP;R$ 824,40
14/03/2018;11;Cliente 155;SP;R$ 3.046,52
10/04/2018;11;Cliente 155;SP;R$ 616,19
10/04/2018;11;Cliente 155;SP;R$ 863,60
10/04/2018;11;Cliente 155;SP;R$ 581,34
16/04/2018;11;Cliente 155;SP;R$ 1.481,25
19/04/2018;11;Cliente 155;SP;R$ 1.383,79
26/04/2018;11;Cliente 155;SP;R$ 3.286,03
27/04/2018;11;Cliente 155;SP;R$ 615,66
27/04/2018;11;Cliente 155;SP;R$ 968,62
02/05/2018;11;Cliente 155;SP;R$ 1.314,17
04/05/2018;11;Cliente 155;SP;R$ 801,36
17/05/2018;11;Cliente 155;SP;R$ 1.699,49
06/06/2018;11;Cliente 155;SP;R$ 949,49
11/07/2018;11;Cliente 155;SP;R$ 1.306,31
11/07/2018;11;Cliente 155;SP;R$ 946,27
11/07/2018;11;Cliente 155;SP;R$ 461,06
20/07/2018;11;Cliente 155;SP;R$ 819,79
20/07/2018;11;Cliente 155;SP;R$ 488,14
25/07/2018;11;Cliente 155;SP;R$ 816,57
25/07/2018;11;Cliente 155;SP;R$ 618,29
31/07/2018;11;Cliente 155;SP;R$ 547,51
31/07/2018;11;Cliente 155;SP;R$ 548,10
31/07/2018;11;Cliente 155;SP;R$ 463,29
07/08/2018;11;Cliente 155;SP;R$ 1.331,60
17/08/2018;11;Cliente 155;SP;R$ 1.384,81
17/08/2018;11;Cliente 155;SP;R$ 773,78
17/08/2018;11;Cliente 155;SP;R$ 898,17
24/08/2018;11;Cliente 155;SP;R$ 837,54
24/08/2018;11;Cliente 155;SP;R$ 582,62
24/08/2018;11;Cliente 155;SP;R$ 712,19
24/08/2018;11;Cliente 155;SP;R$ 814,30
04/09/2018;11;Cliente 155;SP;R$ 723,15
